csv_path,timestep_start,annotation
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Central_Garden_Flower_Pot_Goo_425_Elastic_medium_upsampled.csv,270,"Fingers pinching item, using balanced pressure, causing firm-contact, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Central_Garden_Flower_Pot_Goo_425_Elastic_medium_upsampled.csv,540,"Gripping mechanism continue gripping target object, using moderate force, causing moderate-compression, with rising force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Central_Garden_Flower_Pot_Goo_425_Elastic_medium_upsampled.csv,810,"Gripping mechanism elevating target object, using controlled pressure, causing balanced-yielding, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Central_Garden_Flower_Pot_Goo_425_Elastic_medium_upsampled.csv,1080,"End-effector twisting target object, by an angle of 45.0 degrees, using controlled pressure, causing moderate-compression, with unchanging force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Central_Garden_Flower_Pot_Goo_425_Elastic_medium_upsampled.csv,1350,"Fingers continue turning the object, by an angle of 45.0 degrees, using moderate force, causing steady-resistance, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Central_Garden_Flower_Pot_Goo_425_Elastic_medium_upsampled.csv,1620,"Fingers maintaining hold of item, maintaining a stable hold, using moderate force, causing medium-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Central_Garden_Flower_Pot_Goo_425_Elastic_medium_upsampled.csv,1890,"Gripping mechanism rotating the object, by an angle of 45.0 degrees, using moderate force, causing moderate-compression, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Central_Garden_Flower_Pot_Goo_425_Elastic_medium_upsampled.csv,2160,"Gripping mechanism continue rotating the object, by an angle of 45.0 degrees, using controlled pressure, causing firm-contact, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Central_Garden_Flower_Pot_Goo_425_Elastic_medium_upsampled.csv,2430,"Gripper maintaining hold of target object, maintaining a stable hold, using moderate force, causing moderate-compression."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Central_Garden_Flower_Pot_Goo_425_Elastic_medium_upsampled.csv,2700,Item has been released.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,0,"End-effector positioning towards item, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,270,"Gripper capturing the object, using firm pressure, causing strong-resistance, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,540,"Fingers continue clamping the object, using strong force, causing rigid-contact, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,810,"Gripper raising the object, using intense pressure, causing firm-yielding, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,1080,"Gripping mechanism turning the object, by an angle of 30.0 degrees, using firm pressure, causing rigid-contact, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,1350,"End-effector continue turning target object, by an angle of 30.0 degrees, using firm pressure, causing firm-yielding, with unchanging force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,1620,"End-effector steadying item, maintaining a stable hold, using strong contact, causing rigid-contact."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,1890,Target object has been released.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,2160,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,2430,The object has been let go of.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Black_Decker_Stainless_Steel_Toaster_4_Slice_Elastic_hard_upsampled.csv,2700,Target object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,0,"Gripper starting movement towards target object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,270,"End-effector gripping item, using strong force, causing substantial-yielding, with rising force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,540,"Gripping mechanism continue grasping target object, using significant force, causing significant-compression, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,810,"End-effector lifting the object, using significant force, causing rigid-contact, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,1080,"Gripper twisting the object, by an angle of 45.0 degrees, using strong contact, causing hard-deformation, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,1350,"Fingers holding position of the object, maintaining a stable hold, using intense pressure, causing significant-compression."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,1620,"End-effector continue pausing motion of item, maintaining a stable hold, using significant force, causing firm-yielding."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,1890,"Gripping mechanism rotating item, by an angle of 45.0 degrees, using strong contact, causing hard-deformation, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,2160,"Gripping mechanism maintaining hold of item, maintaining a stable hold, using strong force, causing substantial-yielding."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,2430,"End-effector continue holding position of the object, maintaining a stable hold, using intense pressure, causing hard-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack_Elastic_hard_upsampled.csv,2700,"End-effector slowing down motion of target object, using zero-force, causing undeformed shape."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,0,"Fingers advancing towards item, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,270,"Gripping mechanism grasping the object, using cushioned pressure, causing soft-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,540,"Gripping mechanism continue squeezing target object, using minimal force, causing minimal-resistance, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,810,"Gripping mechanism raising target object, using subtle force, causing cushioned-contact, with rising force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,1080,"Gripper twisting the object, by an angle of 45.0 degrees, using slight force, causing cushioned-contact, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,1350,"Gripping mechanism steadying the object, maintaining a stable hold, using soft contact, causing gentle-compression."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,1620,"Gripping mechanism continue pausing motion of the object, maintaining a stable hold, using light pressure, causing lightly-yielding."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,1890,"Gripping mechanism rotating target object, by an angle of 45.0 degrees, using slight force, causing lightly-yielding, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,2160,"Fingers steadying target object, maintaining a stable hold, using slight force, causing slight-yielding."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,2430,"Gripper continue maintaining hold of the object, maintaining a stable hold, using cushioned pressure, causing minimal-resistance."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/BlueBlack_Nintendo_3DSXL_Elastic_soft_upsampled.csv,2700,Target object has been released.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,0,"End-effector aligning towards target object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,270,"End-effector capturing the object, using soft contact, causing lightly-yielding, with rising force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,540,"Fingers continue securing the object, using soft contact, causing lightly-yielding, with rising force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,810,"End-effector picking up target object, using subtle force, causing cushioned-contact, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,1080,"Gripping mechanism turning target object, by an angle of 30.0 degrees, using slight force, causing gentle-compression, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,1350,"Gripper continue rotating the object, by an angle of 30.0 degrees, using minimal force, causing cushioned-contact, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,1620,"End-effector maintaining hold of the object, maintaining a stable hold, using cushioned pressure, causing soft-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,1890,"Gripping mechanism rotating target object, by an angle of 45.0 degrees, using gentle force, causing cushioned-contact, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,2160,Item has been let go of.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,2430,Target object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CoQ10_wSSVoxVppVD_Elastic_soft_upsampled.csv,2700,Target object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,0,"Gripping mechanism reaching towards target object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,270,"End-effector clamping item, using soft contact, causing slight-yielding, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,540,"Gripper continue securing the object, using minimal force, causing gentle-compression, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,810,"End-effector lifting item, using minimal force, causing cushioned-contact, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,1080,"Gripping mechanism rotating item, by an angle of 45.0 degrees, using minimal force, causing minimal-resistance, with unchanging force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,1350,"Fingers maintaining hold of item, maintaining a stable hold, using cushioned pressure, causing minimal-resistance."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,1620,"Gripping mechanism continue holding position of item, maintaining a stable hold, using light pressure, causing cushioned-contact."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,1890,"Gripping mechanism turning target object, by an angle of 45.0 degrees, using gentle force, causing lightly-yielding, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,2160,"Fingers continue rotating item, by an angle of 45.0 degrees, using subtle force, causing cushioned-contact, with unchanging force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,2430,"Gripping mechanism steadying item, maintaining a stable hold, using light pressure, causing slight-yielding."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g_Elastic_soft_upsampled.csv,2700,Item has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,0,"Gripper advancing towards target object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,270,"Gripper squeezing item, using significant force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,540,"End-effector continue pinching target object, using heavy force, causing firm-yielding, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,810,"Gripping mechanism elevating target object, using significant force, causing strong-resistance, with rising force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,1080,"Fingers twisting target object, by an angle of 45.0 degrees, using strong force, causing firm-yielding, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,1350,"End-effector continue rotating target object, by an angle of 45.0 degrees, using strong force, causing strong-resistance, with unchanging force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,1620,"Gripper steadying the object, maintaining a stable hold, using strong force, causing significant-compression."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,1890,"Fingers turning the object, by an angle of 45.0 degrees, using significant force, causing rigid-contact, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,2160,"End-effector maintaining hold of target object, maintaining a stable hold, using intense pressure, causing significant-compression."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,2430,"Fingers continue maintaining hold of target object, maintaining a stable hold, using intense pressure, causing significant-compression."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/CREATIVE_BLOCKS_35_MM_Elastic_hard_upsampled.csv,2700,"Gripping mechanism slowing down motion of the object, using contactless method, causing form-conservation."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,0,"Fingers starting movement towards the object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,270,"Gripping mechanism clasping the object, using heavy force, causing hard-deformation, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,540,"Fingers continue gripping target object, using heavy force, causing firm-yielding, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,810,"End-effector lifting target object, using intense pressure, causing significant-compression, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,1080,"Gripper twisting target object, by an angle of 45.0 degrees, using strong contact, causing significant-compression, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,1350,"Fingers continue twisting item, by an angle of 45.0 degrees, using firm pressure, causing significant-compression, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,1620,"Gripping mechanism maintaining hold of item, maintaining a stable hold, using heavy force, causing significant-compression."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,1890,"Gripping mechanism turning the object, by an angle of 45.0 degrees, using intense pressure, causing significant-compression, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,2160,"Fingers continue twisting item, by an angle of 45.0 degrees, using strong force, causing substantial-yielding, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,2430,"Gripping mechanism steadying target object, maintaining a stable hold, using heavy force, causing rigid-contact."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/ASICS_GELBlur33_20_GS_BlackWhiteSafety_Orange_Elastic_hard_upsampled.csv,2700,"End-effector slowing down motion of the object, using forceless methods, causing form-conservation."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,0,"Fingers starting movement towards target object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,270,"Fingers gripping the object, using moderate force, causing balanced-yielding, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,540,"Gripper continue grasping target object, using steady force, causing firm-contact, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,810,"Gripping mechanism raising target object, using moderate force, causing medium-deformation, with rising force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,1080,"Gripper twisting item, by an angle of 45.0 degrees, using controlled pressure, causing firm-contact, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,1350,"Gripper continue turning the object, by an angle of 45.0 degrees, using balanced pressure, causing controlled-yielding, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,1620,"Gripping mechanism maintaining hold of target object, maintaining a stable hold, using moderate force, causing steady-resistance."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,1890,"Gripper turning item, by an angle of 45.0 degrees, using moderate force, causing moderate-compression, with unchanging force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,2160,"Gripping mechanism continue turning the object, by an angle of 45.0 degrees, using moderate force, causing medium-deformation, with unchanging force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,2430,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Office_Depot_HP_75_Remanufactured_Ink_Cartridge_TriColor_Elastic_medium_upsampled.csv,2700,The object has been let go of.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,0,"Gripping mechanism advancing towards target object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,270,"Gripping mechanism squeezing the object, using strong force, causing rigid-contact, with rising force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,540,"Gripper continue squeezing the object, using intense pressure, causing hard-deformation, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,810,"Fingers raising item, using firm pressure, causing substantial-yielding, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,1080,"Gripper turning target object, by an angle of 45.0 degrees, using heavy force, causing firm-yielding, with unchanging force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,1350,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,1620,Item has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,1890,Item has been released.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,2160,The object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,2430,The object has been released.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Orbit_Bubblemint_Mini_Bottle_6_ct_Elastic_hard_upsampled.csv,2700,The object has been let go of.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,0,"Gripper advancing towards target object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,270,"Gripping mechanism gripping the object, using intense pressure, causing substantial-yielding, with growing pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,540,"End-effector continue clasping the object, using intense pressure, causing strong-resistance, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,810,"Gripping mechanism picking up target object, using significant force, causing hard-deformation, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,1080,"Fingers twisting the object, by an angle of 45.0 degrees, using firm pressure, causing firm-yielding, with constant force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,1350,"Gripping mechanism continue twisting item, by an angle of 45.0 degrees, using intense pressure, causing significant-compression, with unchanging force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,1620,"Gripping mechanism steadying target object, maintaining a stable hold, using strong force, causing hard-deformation."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,1890,Target object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,2160,Target object has been let go of.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,2430,Target object has been dropped.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Cootie_Game_tDhURNbfU5J_Elastic_hard_upsampled.csv,2700,Item has been released.
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Brother_Printing_Cartridge_PC501_Elastic_hard_upsampled.csv,0,"End-effector positioning towards the object, to begin the task."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Brother_Printing_Cartridge_PC501_Elastic_hard_upsampled.csv,270,"Fingers gripping target object, using heavy force, causing substantial-yielding, with increasing force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Brother_Printing_Cartridge_PC501_Elastic_hard_upsampled.csv,540,"Fingers continue clasping the object, using heavy force, causing substantial-yielding, with rising force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Brother_Printing_Cartridge_PC501_Elastic_hard_upsampled.csv,810,"Gripper lifting the object, using firm pressure, causing hard-deformation, with rising force."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Brother_Printing_Cartridge_PC501_Elastic_hard_upsampled.csv,1080,"Gripper turning target object, by an angle of 30.0 degrees, using strong force, causing substantial-yielding, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Brother_Printing_Cartridge_PC501_Elastic_hard_upsampled.csv,1350,"Gripping mechanism continue turning the object, by an angle of 30.0 degrees, using strong contact, causing significant-compression, with steady pressure."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Brother_Printing_Cartridge_PC501_Elastic_hard_upsampled.csv,1620,"End-effector pausing motion of the object, maintaining a stable hold, using heavy force, causing rigid-contact."
/home/mdxuser/Genesis/main/data/picked_up_4/upsampled/Brother_Printing_Cartridge_PC501_Elastic_hard_upsampled.csv,1890,"Gripper twisting the object, by an angle of 45.0 degrees, using strong force, causing significant-compression, with unchanging force."
